example_id,coverage,target_words,strategy,variant,actual_coverage,comprehensiveness,sufficiency,total_words
2344,0.25,2,max,none,1.0,0.6,0.5,6
2344,0.25,2,hierarchical,trimming,1.0,0.51,0.4,6
2344,0.25,2,hierarchical,floor,0.5,0.2975,0.52,6
2344,0.25,2,hierarchical,ceiling,3.0,1.36,-0.0799999999999999,6
2344,0.3,2,sum,none,1.0,0.6,0.5,6
2344,0.3,2,mean,none,1.0,0.6,0.5,6
2344,0.3,2,max,none,1.0,0.6,0.5,6
2344,0.3,2,hierarchical,trimming,1.0,0.51,0.4,6
2344,0.3,2,hierarchical,floor,0.5,0.2975,0.52,6
2344,0.3,2,hierarchical,ceiling,3.0,1.36,-0.0799999999999999,6
2146,0.05,1,sum,none,1.0,0.6,0.5,12
2146,0.05,1,mean,none,1.0,0.6,0.5,12
2146,0.05,1,max,none,1.0,0.6,0.5,12
2146,0.05,1,hierarchical,trimming,1.0,0.51,0.4,12
2146,0.05,1,hierarchical,floor,0.0,0.085,0.6400000000000001,12
2146,0.05,1,hierarchical,ceiling,5.0,2.21,-0.5599999999999999,12
2146,0.1,2,sum,none,1.0,0.6,0.5,12
2146,0.1,2,mean,none,1.0,0.6,0.5,12
2146,0.1,2,max,none,1.0,0.6,0.5,12
2146,0.1,2,hierarchical,trimming,1.0,0.51,0.4,12
2146,0.1,2,hierarchical,floor,0.0,0.085,0.6400000000000001,12
2146,0.1,2,hierarchical,ceiling,2.5,1.1475,0.040000000000000036,12
2146,0.15,2,sum,none,1.0,0.6,0.5,12
2146,0.15,2,mean,none,1.0,0.6,0.5,12
2146,0.15,2,max,none,1.0,0.6,0.5,12
2146,0.15,2,hierarchical,trimming,1.0,0.51,0.4,12
2146,0.15,2,hierarchical,floor,0.0,0.085,0.6400000000000001,12
2146,0.15,2,hierarchical,ceiling,2.5,1.1475,0.040000000000000036,12
2146,0.2,3,sum,none,1.0,0.6,0.5,12
2146,0.2,3,mean,none,1.0,0.6,0.5,12
2146,0.2,3,max,none,1.0,0.6,0.5,12
2146,0.2,3,hierarchical,trimming,1.0,0.51,0.4,12
2146,0.2,3,hierarchical,floor,0.0,0.085,0.6400000000000001,12
2146,0.2,3,hierarchical,ceiling,1.6666666666666667,0.7933333333333333,0.24000000000000005,12
2146,0.25,3,sum,none,1.0,0.6,0.5,12
2146,0.25,3,mean,none,1.0,0.6,0.5,12
2146,0.25,3,max,none,1.0,0.6,0.5,12
2146,0.25,3,hierarchical,trimming,1.0,0.51,0.4,12
2146,0.25,3,hierarchical,floor,0.0,0.085,0.6400000000000001,12
2146,0.25,3,hierarchical,ceiling,1.6666666666666667,0.7933333333333333,0.24000000000000005,12
2146,0.3,4,sum,none,1.0,0.6,0.5,12
2146,0.3,4,mean,none,1.0,0.6,0.5,12
2146,0.3,4,max,none,1.0,0.6,0.5,12
2146,0.3,4,hierarchical,trimming,1.0,0.51,0.4,12
2146,0.3,4,hierarchical,floor,0.0,0.085,0.6400000000000001,12
2146,0.3,4,hierarchical,ceiling,1.25,0.61625,0.3400000000000001,12
199,0.05,1,sum,none,1.0,0.6,0.5,2
199,0.05,1,mean,none,1.0,0.6,0.5,2
199,0.05,1,max,none,1.0,0.6,0.5,2
199,0.05,1,hierarchical,trimming,1.0,0.51,0.4,2
199,0.05,1,hierarchical,floor,0.0,0.085,0.6400000000000001,2
199,0.05,1,hierarchical,ceiling,2.0,0.935,0.16000000000000006,2
199,0.1,1,sum,none,1.0,0.6,0.5,2
199,0.1,1,mean,none,1.0,0.6,0.5,2
199,0.1,1,max,none,1.0,0.6,0.5,2
199,0.1,1,hierarchical,trimming,1.0,0.51,0.4,2
199,0.1,1,hierarchical,floor,0.0,0.085,0.6400000000000001,2
199,0.1,1,hierarchical,ceiling,2.0,0.935,0.16000000000000006,2
199,0.15,1,sum,none,1.0,0.6,0.5,2
199,0.15,1,mean,none,1.0,0.6,0.5,2
199,0.15,1,max,none,1.0,0.6,0.5,2
199,0.15,1,hierarchical,trimming,1.0,0.51,0.4,2
199,0.15,1,hierarchical,floor,0.0,0.085,0.6400000000000001,2
199,0.15,1,hierarchical,ceiling,2.0,0.935,0.16000000000000006,2
199,0.2,1,sum,none,1.0,0.6,0.5,2
199,0.2,1,mean,none,1.0,0.6,0.5,2
199,0.2,1,max,none,1.0,0.6,0.5,2
199,0.2,1,hierarchical,trimming,1.0,0.51,0.4,2
199,0.2,1,hierarchical,floor,0.0,0.085,0.6400000000000001,2
199,0.2,1,hierarchical,ceiling,2.0,0.935,0.16000000000000006,2
199,0.25,1,sum,none,1.0,0.6,0.5,2
199,0.25,1,mean,none,1.0,0.6,0.5,2
199,0.25,1,max,none,1.0,0.6,0.5,2
199,0.25,1,hierarchical,trimming,1.0,0.51,0.4,2
199,0.25,1,hierarchical,floor,0.0,0.085,0.6400000000000001,2
199,0.25,1,hierarchical,ceiling,2.0,0.935,0.16000000000000006,2
199,0.3,1,sum,none,1.0,0.6,0.5,2
199,0.3,1,mean,none,1.0,0.6,0.5,2
199,0.3,1,max,none,1.0,0.6,0.5,2
199,0.3,1,hierarchical,trimming,1.0,0.51,0.4,2
199,0.3,1,hierarchical,floor,0.0,0.085,0.6400000000000001,2
199,0.3,1,hierarchical,ceiling,2.0,0.935,0.16000000000000006,2
2846,0.05,1,sum,none,1.0,0.6,0.5,7
2846,0.05,1,mean,none,1.0,0.6,0.5,7
2846,0.05,1,max,none,1.0,0.6,0.5,7
2846,0.05,1,hierarchical,trimming,1.0,0.51,0.4,7
2846,0.05,1,hierarchical,floor,0.0,0.085,0.6400000000000001,7
2846,0.05,1,hierarchical,ceiling,2.0,0.935,0.16000000000000006,7
2846,0.1,1,sum,none,1.0,0.6,0.5,7
2846,0.1,1,mean,none,1.0,0.6,0.5,7
2846,0.1,1,max,none,1.0,0.6,0.5,7
2846,0.1,1,hierarchical,trimming,1.0,0.51,0.4,7
2846,0.1,1,hierarchical,floor,0.0,0.085,0.6400000000000001,7
2846,0.1,1,hierarchical,ceiling,2.0,0.935,0.16000000000000006,7
2846,0.15,2,sum,none,1.0,0.6,0.5,7
2846,0.15,2,mean,none,1.0,0.6,0.5,7
2846,0.15,2,max,none,1.0,0.6,0.5,7
2846,0.15,2,hierarchical,trimming,1.0,0.51,0.4,7
2846,0.15,2,hierarchical,floor,1.0,0.51,0.4,7
2846,0.15,2,hierarchical,ceiling,1.0,0.51,0.4,7
2846,0.2,2,sum,none,1.0,0.6,0.5,7
2846,0.2,2,mean,none,1.0,0.6,0.5,7
2846,0.2,2,max,none,1.0,0.6,0.5,7
2846,0.2,2,hierarchical,trimming,1.0,0.51,0.4,7
2846,0.2,2,hierarchical,floor,1.0,0.51,0.4,7
2846,0.2,2,hierarchical,ceiling,1.0,0.51,0.4,7
2846,0.25,2,sum,none,1.0,0.6,0.5,7
2846,0.25,2,mean,none,1.0,0.6,0.5,7
2846,0.25,2,max,none,1.0,0.6,0.5,7
2846,0.25,2,hierarchical,trimming,1.0,0.51,0.4,7
2846,0.25,2,hierarchical,floor,1.0,0.51,0.4,7
2846,0.25,2,hierarchical,ceiling,1.0,0.51,0.4,7
2846,0.3,3,sum,none,1.0,0.6,0.5,7
2846,0.3,3,mean,none,1.0,0.6,0.5,7
2846,0.3,3,max,none,1.0,0.6,0.5,7
2846,0.3,3,hierarchical,trimming,1.0,0.51,0.4,7
2846,0.3,3,hierarchical,floor,1.0,0.51,0.4,7
2846,0.3,3,hierarchical,ceiling,1.0,0.51,0.4,7
4390,0.05,1,sum,none,1.0,0.6,0.5,13
4390,0.05,1,mean,none,1.0,0.6,0.5,13
4390,0.05,1,max,none,1.0,0.6,0.5,13
4390,0.05,1,hierarchical,trimming,1.0,0.51,0.4,13
4390,0.05,1,hierarchical,floor,0.0,0.085,0.6400000000000001,13
4390,0.05,1,hierarchical,ceiling,3.0,1.36,-0.0799999999999999,13
4390,0.1,2,sum,none,1.0,0.6,0.5,13
4390,0.1,2,mean,none,1.0,0.6,0.5,13
4390,0.1,2,max,none,1.0,0.6,0.5,13
4390,0.1,2,hierarchical,trimming,1.0,0.51,0.4,13
4390,0.1,2,hierarchical,floor,0.0,0.085,0.6400000000000001,13
4390,0.1,2,hierarchical,ceiling,1.5,0.7224999999999999,0.2800000000000001,13
4390,0.15,2,sum,none,1.0,0.6,0.5,13
4390,0.15,2,mean,none,1.0,0.6,0.5,13
4390,0.15,2,max,none,1.0,0.6,0.5,13
4390,0.15,2,hierarchical,trimming,1.0,0.51,0.4,13
4390,0.15,2,hierarchical,floor,0.0,0.085,0.6400000000000001,13
4390,0.15,2,hierarchical,ceiling,1.5,0.7224999999999999,0.2800000000000001,13
4390,0.2,3,sum,none,1.0,0.6,0.5,13
4390,0.2,3,mean,none,1.0,0.6,0.5,13
4390,0.2,3,max,none,1.0,0.6,0.5,13
4390,0.2,3,hierarchical,trimming,1.0,0.51,0.4,13
4390,0.2,3,hierarchical,floor,1.0,0.51,0.4,13
4390,0.2,3,hierarchical,ceiling,1.0,0.51,0.4,13
4390,0.25,4,sum,none,1.0,0.6,0.5,13
4390,0.25,4,mean,none,1.0,0.6,0.5,13
4390,0.25,4,max,none,1.0,0.6,0.5,13
4390,0.25,4,hierarchical,trimming,1.0,0.51,0.4,13
4390,0.25,4,hierarchical,floor,0.75,0.40375,0.4600000000000001,13
4390,0.25,4,hierarchical,ceiling,2.0,0.935,0.16000000000000006,13
4390,0.3,4,sum,none,1.0,0.6,0.5,13
4390,0.3,4,mean,none,1.0,0.6,0.5,13
4390,0.3,4,max,none,1.0,0.6,0.5,13
4390,0.3,4,hierarchical,trimming,1.0,0.51,0.4,13
4390,0.3,4,hierarchical,floor,0.75,0.40375,0.4600000000000001,13
4390,0.3,4,hierarchical,ceiling,2.0,0.935,0.16000000000000006,13
4340,0.05,2,sum,none,1.0,0.6,0.5,37
4340,0.05,2,mean,none,1.0,0.6,0.5,37
4340,0.05,2,max,none,1.0,0.6,0.5,37
4340,0.05,2,hierarchical,trimming,1.0,0.51,0.4,37
4340,0.05,2,hierarchical,floor,0.0,0.085,0.6400000000000001,37
4340,0.05,2,hierarchical,ceiling,2.5,1.1475,0.040000000000000036,37
4340,0.1,4,sum,none,1.0,0.6,0.5,37
4340,0.1,4,mean,none,1.0,0.6,0.5,37
4340,0.1,4,max,none,1.0,0.6,0.5,37
4340,0.1,4,hierarchical,trimming,1.0,0.51,0.4,37
4340,0.1,4,hierarchical,floor,0.0,0.085,0.6400000000000001,37
4340,0.1,4,hierarchical,ceiling,1.25,0.61625,0.3400000000000001,37
4340,0.15,6,sum,none,1.0,0.6,0.5,37
4340,0.15,6,mean,none,1.0,0.6,0.5,37
4340,0.15,6,max,none,1.0,0.6,0.5,37
4340,0.15,6,hierarchical,trimming,1.0,0.51,0.4,37
4340,0.15,6,hierarchical,floor,0.8333333333333334,0.4391666666666667,0.44000000000000006,37
4340,0.15,6,hierarchical,ceiling,1.6666666666666667,0.7933333333333333,0.24000000000000005,37
4340,0.2,8,sum,none,1.0,0.6,0.5,37
4340,0.2,8,mean,none,1.0,0.6,0.5,37
4340,0.2,8,max,none,1.0,0.6,0.5,37
4340,0.2,8,hierarchical,trimming,1.0,0.51,0.4,37
4340,0.2,8,hierarchical,floor,0.625,0.35062499999999996,0.49000000000000005,37
4340,0.2,8,hierarchical,ceiling,1.25,0.61625,0.3400000000000001,37
4340,0.25,10,sum,none,1.0,0.6,0.5,37
4340,0.25,10,mean,none,1.0,0.6,0.5,37
4340,0.25,10,max,none,1.0,0.6,0.5,37
4340,0.25,10,hierarchical,trimming,1.0,0.51,0.4,37
4340,0.25,10,hierarchical,floor,1.0,0.51,0.4,37
4340,0.25,10,hierarchical,ceiling,1.0,0.51,0.4,37
4340,0.3,12,sum,none,1.0,0.6,0.5,37
4340,0.3,12,mean,none,1.0,0.6,0.5,37
4340,0.3,12,max,none,1.0,0.6,0.5,37
4340,0.3,12,hierarchical,trimming,1.0,0.51,0.4,37
4340,0.3,12,hierarchical,floor,0.8333333333333334,0.4391666666666667,0.44000000000000006,37
4340,0.3,12,hierarchical,ceiling,1.25,0.61625,0.3400000000000001,37
84,0.05,1,sum,none,1.0,0.6,0.5,6
84,0.05,1,mean,none,1.0,0.6,0.5,6
84,0.05,1,max,none,1.0,0.6,0.5,6
84,0.05,1,hierarchical,trimming,1.0,0.51,0.4,6
84,0.05,1,hierarchical,floor,1.0,0.51,0.4,6
84,0.05,1,hierarchical,ceiling,1.0,0.51,0.4,6
84,0.1,1,sum,none,1.0,0.6,0.5,6
84,0.1,1,mean,none,1.0,0.6,0.5,6
84,0.1,1,max,none,1.0,0.6,0.5,6
