model,attribution_method,example_id,warning_type,details
BanglaBERT,Integrated Gradients,110,word_reconstruction_mismatch,"reconstructed length=33, original length=40"
BanglaBERT,Integrated Gradients,111,word_reconstruction_mismatch,"reconstructed length=221, original length=269"
BanglaBERT,Integrated Gradients,112,word_reconstruction_mismatch,"reconstructed length=53, original length=64"
BanglaBERT,Integrated Gradients,113,word_reconstruction_mismatch,"reconstructed length=40, original length=47"
BanglaBERT,Integrated Gradients,114,word_reconstruction_mismatch,"reconstructed length=18, original length=21"
BanglaBERT,Integrated Gradients,115,word_reconstruction_mismatch,"reconstructed length=37, original length=44"
BanglaBERT,Integrated Gradients,116,word_reconstruction_mismatch,"reconstructed length=46, original length=57"
BanglaBERT,Integrated Gradients,117,word_reconstruction_mismatch,"reconstructed length=59, original length=71"
BanglaBERT,Integrated Gradients,118,word_reconstruction_mismatch,"reconstructed length=198, original length=238"
BanglaBERT,Integrated Gradients,119,word_reconstruction_mismatch,"reconstructed length=69, original length=83"
BanglaBERT,Integrated Gradients,120,word_reconstruction_mismatch,"reconstructed length=30, original length=36"
BanglaBERT,Integrated Gradients,121,word_reconstruction_mismatch,"reconstructed length=18, original length=21"
BanglaBERT,Integrated Gradients,122,word_reconstruction_mismatch,"reconstructed length=188, original length=232"
BanglaBERT,Integrated Gradients,123,word_reconstruction_mismatch,"reconstructed length=25, original length=29"
BanglaBERT,Integrated Gradients,124,word_reconstruction_mismatch,"reconstructed length=11, original length=12"
BanglaBERT,Integrated Gradients,125,word_reconstruction_mismatch,"reconstructed length=48, original length=57"
BanglaBERT,Integrated Gradients,126,word_reconstruction_mismatch,"reconstructed length=54, original length=62"
BanglaBERT,Integrated Gradients,127,word_reconstruction_mismatch,"reconstructed length=115, original length=144"
BanglaBERT,Integrated Gradients,128,word_reconstruction_mismatch,"reconstructed length=21, original length=24"
BanglaBERT,Integrated Gradients,129,word_reconstruction_mismatch,"reconstructed length=88, original length=109"
BanglaBERT,Integrated Gradients,130,word_reconstruction_mismatch,"reconstructed length=78, original length=93"
BanglaBERT,Integrated Gradients,131,word_reconstruction_mismatch,"reconstructed length=150, original length=178"
BanglaBERT,Integrated Gradients,132,word_reconstruction_mismatch,"reconstructed length=107, original length=131"
BanglaBERT,Integrated Gradients,133,word_reconstruction_mismatch,"reconstructed length=61, original length=71"
BanglaBERT,Integrated Gradients,134,word_reconstruction_mismatch,"reconstructed length=27, original length=31"
BanglaBERT,Integrated Gradients,135,word_reconstruction_mismatch,"reconstructed length=69, original length=83"
BanglaBERT,Integrated Gradients,136,word_reconstruction_mismatch,"reconstructed length=56, original length=70"
BanglaBERT,Integrated Gradients,137,word_reconstruction_mismatch,"reconstructed length=30, original length=36"
BanglaBERT,Integrated Gradients,138,word_reconstruction_mismatch,"reconstructed length=19, original length=23"
BanglaBERT,Integrated Gradients,139,word_reconstruction_mismatch,"reconstructed length=29, original length=35"
BanglaBERT,Integrated Gradients,140,word_reconstruction_mismatch,"reconstructed length=11, original length=13"
BanglaBERT,Integrated Gradients,141,word_reconstruction_mismatch,"reconstructed length=99, original length=120"
BanglaBERT,Integrated Gradients,142,word_reconstruction_mismatch,"reconstructed length=46, original length=58"
BanglaBERT,Integrated Gradients,143,word_reconstruction_mismatch,"reconstructed length=253, original length=304"
BanglaBERT,Integrated Gradients,144,word_reconstruction_mismatch,"reconstructed length=306, original length=368"
BanglaBERT,Integrated Gradients,145,word_reconstruction_mismatch,"reconstructed length=12, original length=14"
BanglaBERT,Integrated Gradients,146,word_reconstruction_mismatch,"reconstructed length=18, original length=20"
BanglaBERT,Integrated Gradients,147,word_reconstruction_mismatch,"reconstructed length=11, original length=12"
BanglaBERT,Integrated Gradients,148,word_reconstruction_mismatch,"reconstructed length=20, original length=24"
BanglaBERT,Integrated Gradients,149,word_reconstruction_mismatch,"reconstructed length=22, original length=26"
BanglaBERT,Integrated Gradients,150,word_reconstruction_mismatch,"reconstructed length=17, original length=19"
BanglaBERT,Integrated Gradients,151,word_reconstruction_mismatch,"reconstructed length=24, original length=27"
BanglaBERT,Integrated Gradients,152,word_reconstruction_mismatch,"reconstructed length=36, original length=44"
BanglaBERT,Integrated Gradients,153,word_reconstruction_mismatch,"reconstructed length=23, original length=27"
BanglaBERT,Integrated Gradients,154,word_reconstruction_mismatch,"reconstructed length=108, original length=127"
BanglaBERT,Integrated Gradients,155,word_reconstruction_mismatch,"reconstructed length=18, original length=20"
BanglaBERT,Integrated Gradients,156,word_reconstruction_mismatch,"reconstructed length=26, original length=30"
BanglaBERT,Integrated Gradients,157,word_reconstruction_mismatch,"reconstructed length=33, original length=36"
BanglaBERT,Integrated Gradients,158,word_reconstruction_mismatch,"reconstructed length=12, original length=14"
BanglaBERT,Integrated Gradients,159,word_reconstruction_mismatch,"reconstructed length=17, original length=20"
BanglaBERT,Integrated Gradients,160,word_reconstruction_mismatch,"reconstructed length=41, original length=48"
BanglaBERT,Integrated Gradients,161,word_reconstruction_mismatch,"reconstructed length=118, original length=147"
BanglaBERT,Integrated Gradients,162,word_reconstruction_mismatch,"reconstructed length=31, original length=37"
BanglaBERT,Integrated Gradients,163,word_reconstruction_mismatch,"reconstructed length=20, original length=23"
BanglaBERT,Integrated Gradients,164,word_reconstruction_mismatch,"reconstructed length=43, original length=53"
BanglaBERT,Integrated Gradients,165,word_reconstruction_mismatch,"reconstructed length=55, original length=63"
BanglaBERT,Integrated Gradients,166,word_reconstruction_mismatch,"reconstructed length=308, original length=369"
BanglaBERT,Integrated Gradients,167,word_reconstruction_mismatch,"reconstructed length=415, original length=1050"
BanglaBERT,Integrated Gradients,168,word_reconstruction_mismatch,"reconstructed length=68, original length=81"
BanglaBERT,Integrated Gradients,169,word_reconstruction_mismatch,"reconstructed length=45, original length=53"
BanglaBERT,Integrated Gradients,170,word_reconstruction_mismatch,"reconstructed length=34, original length=41"
BanglaBERT,Integrated Gradients,171,word_reconstruction_mismatch,"reconstructed length=18, original length=20"
BanglaBERT,Integrated Gradients,172,word_reconstruction_mismatch,"reconstructed length=15, original length=17"
BanglaBERT,Integrated Gradients,173,word_reconstruction_mismatch,"reconstructed length=36, original length=45"
BanglaBERT,Integrated Gradients,174,word_reconstruction_mismatch,"reconstructed length=42, original length=52"
BanglaBERT,Integrated Gradients,175,word_reconstruction_mismatch,"reconstructed length=15, original length=18"
BanglaBERT,Integrated Gradients,176,word_reconstruction_mismatch,"reconstructed length=51, original length=59"
BanglaBERT,Integrated Gradients,177,word_reconstruction_mismatch,"reconstructed length=32, original length=36"
BanglaBERT,Integrated Gradients,178,word_reconstruction_mismatch,"reconstructed length=107, original length=127"
BanglaBERT,Integrated Gradients,179,word_reconstruction_mismatch,"reconstructed length=37, original length=44"
BanglaBERT,Integrated Gradients,180,word_reconstruction_mismatch,"reconstructed length=246, original length=303"
BanglaBERT,Integrated Gradients,181,word_reconstruction_mismatch,"reconstructed length=10, original length=11"
BanglaBERT,Integrated Gradients,182,word_reconstruction_mismatch,"reconstructed length=24, original length=27"
BanglaBERT,Integrated Gradients,183,word_reconstruction_mismatch,"reconstructed length=17, original length=20"
BanglaBERT,Integrated Gradients,184,word_reconstruction_mismatch,"reconstructed length=26, original length=30"
BanglaBERT,Integrated Gradients,185,word_reconstruction_mismatch,"reconstructed length=190, original length=231"
BanglaBERT,Integrated Gradients,186,word_reconstruction_mismatch,"reconstructed length=36, original length=42"
BanglaBERT,Integrated Gradients,187,word_reconstruction_mismatch,"reconstructed length=30, original length=37"
BanglaBERT,Integrated Gradients,188,word_reconstruction_mismatch,"reconstructed length=24, original length=28"
BanglaBERT,Integrated Gradients,189,word_reconstruction_mismatch,"reconstructed length=28, original length=33"
BanglaBERT,Integrated Gradients,191,word_reconstruction_mismatch,"reconstructed length=31, original length=37"
BanglaBERT,Integrated Gradients,192,word_reconstruction_mismatch,"reconstructed length=14, original length=17"
BanglaBERT,Integrated Gradients,193,word_reconstruction_mismatch,"reconstructed length=30, original length=36"
BanglaBERT,Integrated Gradients,194,word_reconstruction_mismatch,"reconstructed length=18, original length=20"
BanglaBERT,Integrated Gradients,195,word_reconstruction_mismatch,"reconstructed length=15, original length=17"
BanglaBERT,Integrated Gradients,196,word_reconstruction_mismatch,"reconstructed length=56, original length=66"
BanglaBERT,Integrated Gradients,197,word_reconstruction_mismatch,"reconstructed length=199, original length=237"
BanglaBERT,Integrated Gradients,198,word_reconstruction_mismatch,"reconstructed length=37, original length=44"
BanglaBERT,Integrated Gradients,199,word_reconstruction_mismatch,"reconstructed length=12, original length=13"
BanglaBERT,Integrated Gradients,200,word_reconstruction_mismatch,"reconstructed length=220, original length=257"
BanglaBERT,Integrated Gradients,201,word_reconstruction_mismatch,"reconstructed length=47, original length=55"
BanglaBERT,Integrated Gradients,202,word_reconstruction_mismatch,"reconstructed length=68, original length=83"
BanglaBERT,Integrated Gradients,203,word_reconstruction_mismatch,"reconstructed length=54, original length=67"
BanglaBERT,Integrated Gradients,204,word_reconstruction_mismatch,"reconstructed length=137, original length=170"
BanglaBERT,Integrated Gradients,205,word_reconstruction_mismatch,"reconstructed length=30, original length=35"
BanglaBERT,Integrated Gradients,206,word_reconstruction_mismatch,"reconstructed length=157, original length=193"
BanglaBERT,Integrated Gradients,207,word_reconstruction_mismatch,"reconstructed length=30, original length=36"
BanglaBERT,Integrated Gradients,208,word_reconstruction_mismatch,"reconstructed length=110, original length=137"
BanglaBERT,Integrated Gradients,209,word_reconstruction_mismatch,"reconstructed length=112, original length=138"
BanglaBERT,Integrated Gradients,210,word_reconstruction_mismatch,"reconstructed length=135, original length=163"
BanglaBERT,Integrated Gradients,211,word_reconstruction_mismatch,"reconstructed length=218, original length=261"
BanglaBERT,Integrated Gradients,212,word_reconstruction_mismatch,"reconstructed length=65, original length=79"
BanglaBERT,Integrated Gradients,213,word_reconstruction_mismatch,"reconstructed length=60, original length=72"
BanglaBERT,Integrated Gradients,214,word_reconstruction_mismatch,"reconstructed length=89, original length=114"
BanglaBERT,Integrated Gradients,215,word_reconstruction_mismatch,"reconstructed length=118, original length=141"
BanglaBERT,Integrated Gradients,216,word_reconstruction_mismatch,"reconstructed length=35, original length=42"
BanglaBERT,Integrated Gradients,217,word_reconstruction_mismatch,"reconstructed length=45, original length=55"
BanglaBERT,Integrated Gradients,218,word_reconstruction_mismatch,"reconstructed length=16, original length=18"
BanglaBERT,Integrated Gradients,219,word_reconstruction_mismatch,"reconstructed length=47, original length=58"
BanglaBERT,Integrated Gradients,220,word_reconstruction_mismatch,"reconstructed length=50, original length=59"
BanglaBERT,Integrated Gradients,221,word_reconstruction_mismatch,"reconstructed length=35, original length=43"
BanglaBERT,Integrated Gradients,222,word_reconstruction_mismatch,"reconstructed length=16, original length=19"
BanglaBERT,Integrated Gradients,223,word_reconstruction_mismatch,"reconstructed length=79, original length=93"
BanglaBERT,Integrated Gradients,224,word_reconstruction_mismatch,"reconstructed length=9, original length=11"
BanglaBERT,Integrated Gradients,225,word_reconstruction_mismatch,"reconstructed length=21, original length=23"
BanglaBERT,Integrated Gradients,226,word_reconstruction_mismatch,"reconstructed length=22, original length=27"
BanglaBERT,Integrated Gradients,227,word_reconstruction_mismatch,"reconstructed length=21, original length=25"
BanglaBERT,Integrated Gradients,228,word_reconstruction_mismatch,"reconstructed length=10, original length=11"
BanglaBERT,Integrated Gradients,229,word_reconstruction_mismatch,"reconstructed length=26, original length=32"
BanglaBERT,Integrated Gradients,230,word_reconstruction_mismatch,"reconstructed length=106, original length=130"
BanglaBERT,Integrated Gradients,231,word_reconstruction_mismatch,"reconstructed length=12, original length=16"
BanglaBERT,Integrated Gradients,232,word_reconstruction_mismatch,"reconstructed length=64, original length=74"
BanglaBERT,Integrated Gradients,233,word_reconstruction_mismatch,"reconstructed length=39, original length=47"
BanglaBERT,Integrated Gradients,234,word_reconstruction_mismatch,"reconstructed length=66, original length=82"
BanglaBERT,Integrated Gradients,235,word_reconstruction_mismatch,"reconstructed length=92, original length=112"
BanglaBERT,Integrated Gradients,236,word_reconstruction_mismatch,"reconstructed length=27, original length=32"
BanglaBERT,Integrated Gradients,237,word_reconstruction_mismatch,"reconstructed length=7, original length=8"
BanglaBERT,Integrated Gradients,238,word_reconstruction_mismatch,"reconstructed length=30, original length=36"
BanglaBERT,Integrated Gradients,239,word_reconstruction_mismatch,"reconstructed length=48, original length=60"
BanglaBERT,Integrated Gradients,240,word_reconstruction_mismatch,"reconstructed length=13, original length=15"
BanglaBERT,Integrated Gradients,241,word_reconstruction_mismatch,"reconstructed length=291, original length=348"
BanglaBERT,Integrated Gradients,242,word_reconstruction_mismatch,"reconstructed length=66, original length=79"
BanglaBERT,Integrated Gradients,243,word_reconstruction_mismatch,"reconstructed length=22, original length=25"
BanglaBERT,Integrated Gradients,244,word_reconstruction_mismatch,"reconstructed length=53, original length=64"
BanglaBERT,Integrated Gradients,245,word_reconstruction_mismatch,"reconstructed length=24, original length=28"
BanglaBERT,Integrated Gradients,246,word_reconstruction_mismatch,"reconstructed length=33, original length=38"
BanglaBERT,Integrated Gradients,247,word_reconstruction_mismatch,"reconstructed length=25, original length=29"
BanglaBERT,Integrated Gradients,248,word_reconstruction_mismatch,"reconstructed length=45, original length=52"
BanglaBERT,Integrated Gradients,249,word_reconstruction_mismatch,"reconstructed length=9, original length=10"
BanglaBERT,Integrated Gradients,250,word_reconstruction_mismatch,"reconstructed length=35, original length=43"
BanglaBERT,Integrated Gradients,251,word_reconstruction_mismatch,"reconstructed length=23, original length=27"
BanglaBERT,Integrated Gradients,252,word_reconstruction_mismatch,"reconstructed length=21, original length=25"
BanglaBERT,Integrated Gradients,253,word_reconstruction_mismatch,"reconstructed length=13, original length=14"
BanglaBERT,Integrated Gradients,254,word_reconstruction_mismatch,"reconstructed length=8, original length=9"
BanglaBERT,Integrated Gradients,255,word_reconstruction_mismatch,"reconstructed length=24, original length=28"
BanglaBERT,Integrated Gradients,256,word_reconstruction_mismatch,"reconstructed length=24, original length=28"
BanglaBERT,Integrated Gradients,257,word_reconstruction_mismatch,"reconstructed length=32, original length=38"
BanglaBERT,Integrated Gradients,258,word_reconstruction_mismatch,"reconstructed length=14, original length=16"
BanglaBERT,Integrated Gradients,260,word_reconstruction_mismatch,"reconstructed length=18, original length=22"
BanglaBERT,Integrated Gradients,261,word_reconstruction_mismatch,"reconstructed length=48, original length=58"
BanglaBERT,Integrated Gradients,262,word_reconstruction_mismatch,"reconstructed length=39, original length=48"
BanglaBERT,Integrated Gradients,263,word_reconstruction_mismatch,"reconstructed length=24, original length=29"
BanglaBERT,Integrated Gradients,264,word_reconstruction_mismatch,"reconstructed length=99, original length=117"
BanglaBERT,Integrated Gradients,265,word_reconstruction_mismatch,"reconstructed length=10, original length=11"
BanglaBERT,Integrated Gradients,266,word_reconstruction_mismatch,"reconstructed length=16, original length=19"
BanglaBERT,Integrated Gradients,267,word_reconstruction_mismatch,"reconstructed length=13, original length=15"
BanglaBERT,Integrated Gradients,268,word_reconstruction_mismatch,"reconstructed length=26, original length=33"
BanglaBERT,Integrated Gradients,269,word_reconstruction_mismatch,"reconstructed length=62, original length=76"
BanglaBERT,Integrated Gradients,270,word_reconstruction_mismatch,"reconstructed length=60, original length=68"
BanglaBERT,Integrated Gradients,271,word_reconstruction_mismatch,"reconstructed length=41, original length=52"
BanglaBERT,Integrated Gradients,272,word_reconstruction_mismatch,"reconstructed length=34, original length=40"
BanglaBERT,Integrated Gradients,273,word_reconstruction_mismatch,"reconstructed length=62, original length=74"
BanglaBERT,Integrated Gradients,274,word_reconstruction_mismatch,"reconstructed length=59, original length=82"
BanglaBERT,Integrated Gradients,275,word_reconstruction_mismatch,"reconstructed length=42, original length=55"
BanglaBERT,Integrated Gradients,276,word_reconstruction_mismatch,"reconstructed length=15, original length=18"
BanglaBERT,Integrated Gradients,277,word_reconstruction_mismatch,"reconstructed length=33, original length=40"
BanglaBERT,Integrated Gradients,278,word_reconstruction_mismatch,"reconstructed length=8, original length=9"
BanglaBERT,Integrated Gradients,279,word_reconstruction_mismatch,"reconstructed length=19, original length=23"
BanglaBERT,Integrated Gradients,280,word_reconstruction_mismatch,"reconstructed length=80, original length=95"
BanglaBERT,Integrated Gradients,281,word_reconstruction_mismatch,"reconstructed length=67, original length=77"
BanglaBERT,Integrated Gradients,283,word_reconstruction_mismatch,"reconstructed length=32, original length=37"
BanglaBERT,Integrated Gradients,284,word_reconstruction_mismatch,"reconstructed length=106, original length=131"
BanglaBERT,Integrated Gradients,285,word_reconstruction_mismatch,"reconstructed length=23, original length=27"
BanglaBERT,Integrated Gradients,286,word_reconstruction_mismatch,"reconstructed length=41, original length=48"
BanglaBERT,Integrated Gradients,287,word_reconstruction_mismatch,"reconstructed length=82, original length=105"
BanglaBERT,Integrated Gradients,288,word_reconstruction_mismatch,"reconstructed length=109, original length=132"
BanglaBERT,Integrated Gradients,289,word_reconstruction_mismatch,"reconstructed length=27, original length=31"
BanglaBERT,Integrated Gradients,290,word_reconstruction_mismatch,"reconstructed length=20, original length=24"
BanglaBERT,Integrated Gradients,291,word_reconstruction_mismatch,"reconstructed length=103, original length=127"
BanglaBERT,Integrated Gradients,292,word_reconstruction_mismatch,"reconstructed length=106, original length=133"
